Customer,State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Gender Standardized
HO61691,Arizona,F,Bachelor,509452.23,72006.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2,Female
BS13062,Arizona,F,High School or Below,2575527.82,0.0,81.0,1/2/00,Personal Auto,Four-Door Car,388.8,Female
FO35655,Oregon,M,Bachelor,867222.97,0.0,245.0,1/0/00,Corporate Auto,Luxury SUV,2345.413441,Male
HR10526,Cali,M,Master,804473.07,44320.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,Male
IA63417,Arizona,F,High School or Below,400151.91,19782.0,108.0,1/0/00,Personal Auto,Two-Door Car,773.470977,Female
BH35016,Nevada,F,Bachelor,1670611.7,63933.0,70.0,1/0/00,Personal Auto,Two-Door Car,424.883448,Female
PK52952,Arizona,M,Doctor,854441.11,28224.0,109.0,1/0/00,Personal Auto,SUV,523.2,Male
OD76309,WA,F,College,780531.29,21073.0,106.0,1/1/00,Personal Auto,SUV,508.8,Female
IL28481,Oregon,M,Bachelor,611275.69,63243.0,77.0,1/0/00,Personal Auto,Four-Door Car,364.240307,Male
GY55092,Nevada,M,High School or Below,477294.38,20993.0,133.0,1/0/00,Personal Auto,SUV,638.4,Male
UF33451,Oregon,F,Bachelor,1097909.56,94827.0,135.0,1/0/00,Personal Auto,SUV,354.729129,Female
CF15558,Cali,F,Master,500426.38,39161.0,63.0,1/1/00,Personal Auto,Two-Door Car,283.995953,Female
JM62924,WA,M,Bachelor,1322304.38,37534.0,84.0,1/2/00,Personal Auto,Four-Door Car,403.2,Male
EM66435,Oregon,F,Bachelor,262331.54,80210.0,65.0,1/0/00,Corporate Auto,Four-Door Car,20.543176,Female
QX45933,Cali,M,Bachelor,1784019.56,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,385.115437,Male
JI71369,Cali,F,College,510611.18,30110.0,64.0,1/0/00,Personal Auto,Four-Door Car,140.165035,Female
JU93290,Arizona,F,College,1793060.45,21708.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4,Female
GU66096,Arizona,M,High School or Below,545734.26,94731.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,Male
UC33108,Cali,M,Bachelor,656364.41,32375.0,83.0,1/0/00,Personal Auto,Four-Door Car,398.4,Male
LW93867,Oregon,M,College,481252.52,16531.0,63.0,1/0/00,Corporate Auto,Four-Door Car,102.879769,Male
OU78470,Arizona,F,Master,2932804.19,32006.0,94.0,1/0/00,Corporate Auto,Four-Door Car,56.868289,Female
XW90265,Arizona,F,Bachelor,577352.07,81676.0,72.0,1/0/00,Personal Auto,Two-Door Car,463.158502,Female
HS67749,Cali,M,College,684711.89,71038.0,86.0,1/0/00,Corporate Auto,Four-Door Car,205.444066,Male
VZ51506,Arizona,F,High School or Below,359531.29,0.0,103.0,1/0/00,Corporate Auto,Sports Car,741.6,Female
UI64281,Nevada,F,Master,2285561.21,20832.0,65.0,1/0/00,Personal Auto,Two-Door Car,56.371967,Female
AE98193,WA,M,High School or Below,785941.46,0.0,113.0,1/0/00,Personal Auto,SUV,813.6,Male
AZ74055,Oregon,M,High School or Below,411557.74,52405.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4,Male
XS76911,Arizona,F,High School or Below,502963.88,0.0,133.0,1/0/00,Personal Auto,Sports Car,795.864079,Female
AY40674,WA,F,Bachelor,482141.85,26583.0,1005.0,1/4/00,Personal Auto,SUV,614.4,Female
NA12740,Oregon,M,Master,500431.05,25486.0,65.0,1/0/00,Special Auto,Two-Door Car,72.438681,Male
UA84837,Arizona,M,College,863005.39,24065.0,111.0,1/0/00,Corporate Auto,Four-Door Car,532.8,Male
DJ51510,Arizona,F,High School or Below,932208.51,70435.0,116.0,1/0/00,Personal Auto,Four-Door Car,67.881546,Female
VM58985,Cali,M,College,1672756.06,0.0,76.0,1/2/00,Personal Auto,Two-Door Car,402.636829,Male
OH60605,Oregon,F,High School or Below,365253.24,39679.0,92.0,1/0/00,Personal Auto,Two-Door Car,641.388616,Female
UO98052,Nevada,M,College,615860.12,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,342.481173,Male
NC53424,Cali,M,Bachelor,437608.4,0.0,69.0,1/4/00,Personal Auto,Two-Door Car,331.2,Male
LQ13873,Nevada,M,High School or Below,556945.62,53565.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.8,Male
LA97014,WA,M,Bachelor,257651.3,37574.0,66.0,1/1/00,Personal Auto,Two-Door Car,412.101933,Male
NB79936,WA,M,Bachelor,834698.32,48259.0,108.0,1/0/00,Personal Auto,Two-Door Car,73.700573,Male
NT89061,Arizona,F,High School or Below,632392.39,78532.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.4,Female
AF10970,Arizona,F,Bachelor,597314.34,96163.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,Female
ZG48513,Cali,M,Bachelor,470667.7,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,Male
JQ59145,Cali,Male,High School or Below,809341.03,0.0,114.0,1/1/00,Personal Auto,Sports Car,722.024742,
FE84989,WA,Male,College,503574.46,72672.0,63.0,1/0/00,Personal Auto,Four-Door Car,259.361117,
JT52858,Oregon,F,Bachelor,902786.72,99002.0,112.0,1/1/00,Personal Auto,Four-Door Car,537.6,Female
MC62068,California,Male,High School or Below,728888.48,79494.0,91.0,1/0/00,Personal Auto,Four-Door Car,396.295614,
EU27538,Oregon,Male,Master,1804247.94,35704.0,225.0,1/0/00,Personal Auto,Luxury Car,358.281562,
RH42306,Arizona,F,Bachelor,499206.3,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,653.388564,Female
US23612,Oregon,F,High School or Below,910226.78,26049.0,118.0,1/0/00,Personal Auto,Two-Door Car,121.032372,Female
WV76014,Arizona,Male,Doctor,254040.77,70125.0,64.0,1/0/00,Special Auto,Four-Door Car,92.813396,
RK96223,California,Male,College,1294189.19,52369.0,110.0,1/1/00,Personal Auto,SUV,528.0,
MF82000,WA,female,Bachelor,236534.86,0.0,66.0,1/2/00,Special Auto,Four-Door Car,159.636956,Female
FM46980,Arizona,Male,College,572076.51,41770.0,72.0,1/0/00,Personal Auto,Four-Door Car,476.156957,
SY56792,Oregon,Male,High School or Below,703553.41,0.0,101.0,1/0/00,Corporate Auto,Four-Door Car,727.2,
RF61565,California,M,College,263697.77,31911.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,Male
IM94808,Nevada,M,Bachelor,539583.2,70051.0,68.0,1/0/00,Corporate Auto,Four-Door Car,42.078345,Male
VI14730,Oregon,M,High School or Below,838263.01,19683.0,117.0,1/1/00,Personal Auto,Sports Car,561.6,Male
YR34119,WA,F,College,3116174.52,30916.0,112.0,1/0/00,Personal Auto,SUV,200.11606,Female
RR77985,Oregon,F,Bachelor,288774.23,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,676.944023,Female
QD28391,Washington,M,College,742584.53,84302.0,62.0,1/0/00,Personal Auto,Four-Door Car,76.609295,Male
WV17090,California,M,Bachelor,2558572.78,0.0,116.0,1/0/00,Corporate Auto,SUV,830.623064,Male
TM23514,Oregon,M,College,1027260.82,60145.0,132.0,1/0/00,Personal Auto,SUV,580.473259,Male
MQ68407,Oregon,F,Bachelor,437636.36,63774.0,111.0,1/0/00,Personal Auto,Four-Door Car,60.036683,Female
GJ59592,California,F,Bachelor,531889.66,25134.0,67.0,1/0/00,Corporate Auto,Four-Door Car,321.6,Female
FY56083,Oregon,M,Bachelor,471976.22,37057.0,61.0,1/1/00,Personal Auto,Four-Door Car,47.53101,Male
UA94723,Oregon,F,High School or Below,442803.16,58577.0,110.0,1/0/00,Personal Auto,SUV,303.872752,Female
FW91032,California,M,High School or Below,587917.61,85857.0,73.0,1/0/00,Corporate Auto,Four-Door Car,100.620067,Male
DE34457,Oregon,F,Doctor,941690.85,70602.0,116.0,1/0/00,Personal Auto,SUV,481.339891,Female
HD32044,Oregon,F,Master,828815.56,33816.0,106.0,1/2/00,Corporate Auto,Four-Door Car,508.8,Female
HH30454,Oregon,M,Bachelor,3265483.83,0.0,153.0,1/0/00,Personal Auto,SUV,1101.6,Male
AH84063,Oregon,F,College,471945.01,89642.0,121.0,1/4/00,Corporate Auto,SUV,86.320022,Female
QA17596,California,F,Bachelor,390347.48,60068.0,98.0,1/0/00,Personal Auto,Two-Door Car,470.4,Female
XI41052,California,F,Bachelor,545725.97,50044.0,139.0,1/0/00,Personal Auto,SUV,667.2,Female
DI30528,California,F,Master,272535.64,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333,Female
SC66359,Arizona,F,College,443397.37,50653.0,110.0,1/0/00,Corporate Auto,SUV,262.865172,Female
EN61670,Arizona,F,Doctor,533246.27,68931.0,66.0,1/0/00,Personal Auto,Four-Door Car,309.577946,Female
DQ10761,Oregon,M,Bachelor,231509.5,0.0,73.0,1/1/00,Corporate Auto,Four-Door Car,350.4,Male
BQ51587,California,F,College,541195.37,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,365.364581,Female
JE21522,California,M,Bachelor,958733.23,39266.0,80.0,1/0/00,Personal Auto,Four-Door Car,384.0,Male
WS47147,California,M,College,2210350.72,0.0,102.0,1/0/00,Personal Auto,SUV,489.6,Male
ZA64638,Nevada,F,High School or Below,976494.53,0.0,98.0,1/1/00,Personal Auto,Four-Door Car,705.6,Female
EW38459,Nevada,F,Bachelor,256715.15,40864.0,65.0,1/0/00,Corporate Auto,Four-Door Car,9.51528,Female
QW87316,Oregon,F,College,265062.28,39035.0,68.0,1/0/00,Personal Auto,Four-Door Car,244.564334,Female
IC43478,California,M,Bachelor,1126436.33,34923.0,98.0,1/0/00,Personal Auto,Two-Door Car,639.105556,Male
TE34064,California,M,High School or Below,216852.35,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,453.6,Male
WU60905,California,F,High School or Below,861066.75,0.0,111.0,1/0/00,Corporate Auto,SUV,532.8,Female
YM18992,California,F,College,283464.62,24506.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2,Female
PD55753,Oregon,M,High School or Below,893013.97,0.0,82.0,1/0/00,Personal Auto,Four-Door Car,554.522969,Male
KU56006,Arizona,F,College,553638.7,52220.0,70.0,1/1/00,Personal Auto,Four-Door Car,336.0,Female
MJ69973,Arizona,M,High School or Below,284085.43,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,402.449823,Male
TW43626,California,M,College,808288.1,53554.0,67.0,1/0/00,Personal Auto,Four-Door Car,327.020539,Male
XX84133,California,M,Bachelor,525473.43,34476.0,67.0,1/1/00,Corporate Auto,Four-Door Car,5.3953,Male
ZW84453,Arizona,F,Bachelor,511623.76,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,131.401291,Female
HO29524,California,M,College,303464.7,68205.0,76.0,1/0/00,Personal Auto,Two-Door Car,99.382943,Male
VE89726,California,female,High School or Below,802489.99,0.0,119.0,1/1/00,Personal Auto,SUV,856.8,Female
GE87503,California,M,High School or Below,1821114.32,53690.0,154.0,1/0/00,Personal Auto,SUV,739.2,Male
PX90263,Oregon,M,High School or Below,512156.33,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4,Male
NI17718,California,female,High School or Below,215017.86,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,Female
FY32213,California,female,High School or Below,559538.99,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,Female
RZ13254,Nevada,female,Bachelor,756282.4,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,Female
GN45013,Oregon,M,High School or Below,538585.32,29664.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,Male
NM39588,Washington,F,Doctor,267805.83,72450.0,66.0,1/0/00,Corporate Auto,Four-Door Car,84.218363,Female
KU84464,Nevada,female,Bachelor,942256.79,47272.0,79.0,1/3/00,Personal Auto,Four-Door Car,64.546877,Female
YH43527,Oregon,female,College,360586.03,21585.0,92.0,1/0/00,Corporate Auto,Four-Door Car,441.6,Female
RO30676,California,female,College,776259.06,23827.0,106.0,1/2/00,Personal Auto,Four-Door Car,37.910623,Female
QL59704,Arizona,female,College,2344490.05,69906.0,74.0,1/2/00,Corporate Auto,Four-Door Car,202.860399,Female
QH19450,California,female,High School or Below,255817.82,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,Female
SA54664,Washington,M,Master,265438.1,73196.0,66.0,1/1/00,Personal Auto,Four-Door Car,85.809817,Male
CI38330,Washington,M,Bachelor,254978.61,72217.0,6464.0,1/0/00,Personal Auto,Four-Door Car,91.146661,Male
WB38524,California,M,High School or Below,296959.33,46131.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.2,Male
CE56187,Oregon,female,Master,436312.46,54514.0,109.0,1/3/00,Personal Auto,SUV,286.234931,Female
JL19416,California,female,High School or Below,588430.86,0.0,161.0,1/0/00,Personal Auto,SUV,1159.2,Female
JZ61422,Nevada,female,College,527219.16,96668.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,Female
LA13377,California,M,Doctor,550989.57,78879.0,69.0,1/1/00,Personal Auto,Four-Door Car,466.570791,Male
NC99948,Nevada,M,College,1631368.35,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,Male
QD34785,Arizona,female,Bachelor,567805.02,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8,Female
RO26085,California,female,Bachelor,1210120.88,0.0,112.0,1/0/00,Personal Auto,Sports Car,1252.406235,Female
ES57969,Oregon,M,Bachelor,245357.08,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,Male
JK55587,California,M,High School or Below,507566.27,23082.0,65.0,1/0/00,Special Auto,Four-Door Car,312.0,Male
RN97635,Arizona,M,Bachelor,321497.94,53984.0,80.0,1/0/00,Corporate Auto,Four-Door Car,421.484456,Male
BI76326,California,female,College,1227534.31,52135.0,156.0,1/0/00,Personal Auto,SUV,430.505942,Female
JA34909,California,female,College,272221.07,17576.0,71.0,1/0/00,Corporate Auto,Four-Door Car,398.502948,Female
OJ90342,Oregon,female,Bachelor,245744.09,29486.0,62.0,1/0/00,Personal Auto,Four-Door Car,7.646763,Female
CM88932,Oregon,female,Master,355484.53,58557.0,88.0,1/0/00,Corporate Auto,Four-Door Car,55.510526,Female
JJ97525,California,M,Bachelor,492954.97,25632.0,63.0,1/0/00,Personal Auto,Two-Door Car,351.270869,Male
XV21647,California,female,High School or Below,803645.03,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.4,Female
MC83487,Arizona,M,Bachelor,427691.53,18768.0,68.0,1/3/00,Corporate Auto,Four-Door Car,647.454583,Male
BL90769,California,female,Bachelor,3347334.95,33190.0,106.0,1/0/00,Personal Auto,SUV,508.8,Female
CR57148,Oregon,female,Master,596058.14,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.43823,Female
CP85232,Arizona,M,College,4479546.94,58778.0,126.0,1/0/00,Special Auto,SUV,302.033971,Male
YL74732,California,female,High School or Below,383211.81,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0,Female
FG16766,California,female,Bachelor,683793.26,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.160633,Female
NV55438,Nevada,female,High School or Below,528526.82,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.4,Female
RM10880,California,female,College,309651.12,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.2,Female
GL56175,Arizona,M,College,358971.07,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.362072,Male
UK52289,Arizona,female,Bachelor,258240.85,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.455005,Female
OT85112,Washington,M,College,340391.94,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.55098,Male
BC62782,Arizona,F,College,1357567.6,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0,Female
TI19722,Washington,M,Doctor,343613.43,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.834668,Male
JP30654,Oregon,F,College,2868582.79,48412.0,104.0,1/0/00,Personal Auto,SUV,707.430832,Female
UM45563,Washington,M,Bachelor,450267.97,68798.0,114.0,1/0/00,Personal Auto,SUV,92.915251,Male
EN60878,Oregon,M,Bachelor,618311.15,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.126419,Male
JF36291,California,M,College,387364.7,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.708239,Male
BK59444,California,F,Master,1892933.06,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.184244,Female
MK70700,California,M,Master,555329.58,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.819414,Male
IW71076,California,M,Bachelor,501125.92,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.454624,Male
AP98768,California,F,College,1044244.63,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.718054,Female
OM24164,Nevada,M,Bachelor,219961.78,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0,Male
HR85211,Washington,female,Master,512317.09,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.030308,Female
VC87846,Oregon,M,High School or Below,748431.05,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.8,Male
ZM92052,Oregon,M,Bachelor,261302.31,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.859881,Male
ON73702,Arizona,F,Bachelor,908063.97,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.843003,Female
QQ90441,Nevada,F,High School or Below,1377097.62,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,Female
HU35721,Oregon,M,High School or Below,287682.29,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,Male
YP47665,Washington,M,Doctor,540891.15,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.193157,Male
FU99476,Washington,M,High School or Below,677030.68,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.338505,Male
AG85615,Oregon,M,College,2414387.56,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.4,Male
OY74069,Arizona,F,College,353805.95,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.6,Female
DJ91267,Nevada,F,Bachelor,2909123.94,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.395024,Female
KB72438,California,F,High School or Below,1983420.12,65989.0,123.0,1/1/00,Personal Auto,SUV,115.545086,Female
TR67616,Oregon,M,High School or Below,473136.7,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.938981,Male
GF65731,California,F,Master,3553784.6,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.926741,Female
HB67642,Arizona,F,High School or Below,3461137.9,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.2,Female
DP84567,California,M,High School or Below,2021630.88,0.0,183.0,1/0/00,Personal Auto,Luxury SUV,878.4,Male
VV77534,Oregon,M,College,1397651.93,77094.0,176.0,1/0/00,Personal Auto,SUV,444.470676,Male
GL67540,California,F,College,590408.82,97413.0,73.0,1/0/00,Personal Auto,Four-Door Car,268.819985,Female
SV50502,Oregon,F,Master,559583.5,79189.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2,Female
UK59698,California,F,High School or Below,229430.36,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6,Female
OA57352,Arizona,F,College,627391.19,18577.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8,Female
ZF84449,Oregon,F,College,372672.8,0.0,112.0,1/1/00,Special Auto,Sports Car,806.4,Female
AX86150,Washington,M,High School or Below,265671.31,62777.0,67.0,1/0/00,Personal Auto,Two-Door Car,101.288069,Male
HG39060,Oregon,Male,Bachelor,511068.08,0.0,74.0,1/0/00,Corporate Auto,Four-Door Car,532.8,
EM29359,Nevada,Male,College,712659.65,17483.0,183.0,1/0/00,Personal Auto,Luxury Car,1317.6,
SF57173,Oregon,Male,Master,460163.41,84394.0,114.0,1/0/00,Personal Auto,SUV,691.412378,
OT47603,Oregon,Male,College,915523.97,0.0,127.0,1/0/00,Personal Auto,Sports Car,804.811859,
SW31412,Oregon,F,College,1480805.62,41440.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6,Female
JS36322,Arizona,Male,High School or Below,890167.84,0.0,136.0,1/1/00,Personal Auto,Sports Car,1090.86434,
RE81445,Oregon,F,College,573459.82,98132.0,71.0,1/0/00,Personal Auto,Two-Door Car,50.587035,Female
RM24280,Oregon,F,High School or Below,417769.7,0.0,112.0,1/0/00,Personal Auto,Four-Door Car,537.6,Female
LC25393,California,Male,Bachelor,2777628.91,88220.0,230.0,1/0/00,Personal Auto,Luxury Car,151.528482,
UX38930,Arizona,F,Master,1036434.75,58327.0,129.0,1/0/00,Personal Auto,SUV,347.075948,Female
HD95496,Oregon,Male,Master,785190.14,25950.0,66.0,1/0/00,Personal Auto,Two-Door Car,271.697529,
RX24650,Oregon,Male,High School or Below,477294.38,20993.0,133.0,1/0/00,Corporate Auto,SUV,638.4,
DW19309,Oregon,Male,High School or Below,1422650.49,65726.0,177.0,1/0/00,Corporate Auto,SUV,849.6,
MT41386,Washington,M,Bachelors,287543.24,84768.0,72.0,1/0/00,Personal Auto,Two-Door Car,110.484661,Male
WZ40465,Washington,F,Bachelor,504129.96,36234.0,63.0,1/0/00,Personal Auto,Four-Door Car,113.534474,Female
DB42794,California,Male,College,436293.12,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0,
JB50798,Oregon,F,Master,962452.44,25629.0,124.0,1/2/00,Corporate Auto,Sports Car,595.2,Female
IP69763,Washington,F,College,2191440.55,77311.0,181.0,1/0/00,Personal Auto,SUV,113.609508,Female
TE35785,California,Male,Doctor,694842.22,0.0,196.0,1/2/00,Personal Auto,Luxury SUV,1337.063487,
HX74855,Washington,M,High School or Below,247152.84,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025,Male
QN65180,Oregon,F,Bachelor,2190391.36,22254.0,79.0,1/0/00,Personal Auto,Four-Door Car,125.194389,Female
GE47180,Nevada,Male,High School or Below,902882.14,65974.0,113.0,1/0/00,Personal Auto,Sports Car,235.220971,
VQ38776,Oregon,F,College,530375.95,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,395.34111,Female
BH86846,Washington,M,High School or Below,2070825.88,92079.0,65.0,1/1/00,Corporate Auto,Four-Door Car,114.798771,Male
IN17648,Nevada,Male,High School or Below,512376.81,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,772.798511,
DF95759,Oregon,Male,College,949234.3,0.0,132.0,1/0/00,Personal Auto,SUV,633.6,
QG45324,Oregon,F,High School or Below,820486.32,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,Female
MN61620,Arizona,F,College,987729.57,67752.0,131.0,1/4/00,Personal Auto,Sports Car,168.517149,Female
YH86390,California,F,Bachelor,481500.97,25398.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,Female
FY13480,California,Male,High School or Below,627701.17,0.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6,
YH61661,California,M,High School or Below,826063.98,33321.0,105.0,1/0/00,Special Auto,SUV,504.0,Male
NL93182,Nevada,M,Bachelor,254945.0,0.0,78.0,1/0/00,Corporate Auto,Four-Door Car,845.654042,Male
LN31673,Washington,,College,1131808.98,38923.0,99.0,1/2/00,Personal Auto,Four-Door Car,115.728852,
WE68644,Oregon,F,Bachelor,380392.18,20325.0,100.0,1/0/00,Personal Auto,Sports Car,668.29397,Female
EZ30498,Oregon,M,Bachelor,863540.35,13129.0,117.0,1/0/00,Personal Auto,SUV,700.901632,Male
QY74517,Oregon,F,High School or Below,551055.9,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,525.6,Female
NM88660,Nevada,M,Master,358588.41,49080.0,91.0,1/0/00,Corporate Auto,Four-Door Car,25.299,Male
MZ82036,Nevada,M,College,488925.28,42536.0,63.0,1/0/00,Personal Auto,Four-Door Car,375.330097,Male
